iter 	 t 	 dt 	 Density[kg/m3] 	 Pressure[Pascal] 	 Temperature[K] 	A 	B 	C 	D 	
123 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
123 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
124 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
124 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
124 	 5.4393455953e-02 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-6.0192261587e-19 	2.9837625323e+00 	1.6237467737e-02 	5.9868980800e-13 	
124 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
124 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
125 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
125 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
125 	 5.4888851912e-02 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-8.7583311243e-19 	2.9836150359e+00 	1.6384964101e-02 	5.9868980800e-13 	
125 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
125 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
126 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
126 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
126 	 5.5384247871e-02 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-1.2743891334e-18 	2.9834675468e+00 	1.6532453174e-02 	5.9868980800e-13 	
126 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
126 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
127 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
127 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
127 	 5.5868384831e-02 	  2.2517998137e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-4.3545654706e-19 	2.9833234168e+00 	1.6676583179e-02 	5.9868980800e-13 	
127 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
127 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
128 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
128 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
128 	 5.6363780790e-02 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-6.3361510746e-19 	2.9831759422e+00 	1.6824057837e-02 	5.9868980800e-13 	
128 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
128 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
129 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
129 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
129 	 5.6859176749e-02 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-9.2194756771e-19 	2.9830284748e+00 	1.6971525204e-02 	5.9868980800e-13 	
129 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
129 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
130 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
130 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
130 	 5.7354572708e-02 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-1.3414884014e-18 	2.9828810147e+00 	1.7118985282e-02 	5.9868980800e-13 	
130 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
130 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
131 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
131 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
131 	 5.7838709668e-02 	  2.2517998137e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-4.5838425004e-19 	2.9827369130e+00 	1.7263086952e-02 	5.9868980800e-13 	
131 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
131 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
132 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
132 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
132 	 5.8334105627e-02 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-6.6697627539e-19 	2.9825894674e+00 	1.7410532617e-02 	5.9868980800e-13 	
132 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
132 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
133 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
133 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
133 	 5.8829501586e-02 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-9.7049004604e-19 	2.9824420290e+00 	1.7557970993e-02 	5.9868980800e-13 	
133 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
133 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
134 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
134 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
134 	 5.9324897545e-02 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-1.4121205869e-18 	2.9822945979e+00 	1.7705402081e-02 	5.9868980800e-13 	
134 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
134 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
135 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
135 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
135 	 5.9809034505e-02 	  2.2517998137e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-4.8251914481e-19 	2.9821505246e+00 	1.7849475421e-02 	5.9868980800e-13 	
135 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
135 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
136 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
136 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
136 	 6.0304430464e-02 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-7.0209397896e-19 	2.9820031079e+00 	1.7996892099e-02 	5.9868980800e-13 	
136 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
136 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
137 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
137 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
137 	 6.0799826423e-02 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-1.0215883879e-18 	2.9818556985e+00 	1.8144301490e-02 	5.9868980800e-13 	
137 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
137 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
138 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
138 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
138 	 6.1295222382e-02 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-1.4864717056e-18 	2.9817082964e+00 	1.8291703594e-02 	5.9868980800e-13 	
138 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
138 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
139 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
139 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
139 	 6.1779359341e-02 	  2.2517998137e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-5.0792479254e-19 	2.9815642514e+00 	1.8435748610e-02 	5.9868980800e-13 	
139 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
139 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
140 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
140 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
140 	 6.2274755300e-02 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-7.3906070349e-19 	2.9814168637e+00 	1.8583136307e-02 	5.9868980800e-13 	
140 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
140 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
141 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
141 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
141 	 6.2770151259e-02 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-1.0753771650e-18 	2.9812694833e+00 	1.8730516718e-02 	5.9868980800e-13 	
141 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
141 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
142 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
142 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
142 	 6.3265547219e-02 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-1.5647375670e-18 	2.9811221102e+00 	1.8877889843e-02 	5.9868980800e-13 	
142 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
142 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
143 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
143 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
143 	 6.3749684178e-02 	  2.2517998137e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-5.3466810105e-19 	2.9809780935e+00 	1.9021906541e-02 	5.9868980800e-13 	
143 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
143 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
144 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
144 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
144 	 6.4245080137e-02 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-7.7797380380e-19 	2.9808307347e+00 	1.9169265262e-02 	5.9868980800e-13 	
144 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
144 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
145 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
145 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
145 	 6.4740476096e-02 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-1.1319980343e-18 	2.9806833833e+00 	1.9316616699e-02 	5.9868980800e-13 	
145 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
145 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
146 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
146 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
146 	 6.5235872055e-02 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-1.6471242906e-18 	2.9805360391e+00 	1.9463960852e-02 	5.9868980800e-13 	
146 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
146 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
147 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
147 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
147 	 6.5720009015e-02 	  2.2517998137e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-5.6281950100e-19 	2.9803920508e+00 	1.9607949237e-02 	5.9868980800e-13 	
147 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
147 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
148 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
148 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
148 	 6.6215404974e-02 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-8.1893576068e-19 	2.9802447210e+00 	1.9755278988e-02 	5.9868980800e-13 	
148 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
148 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
149 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
149 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
149 	 6.6710800933e-02 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-1.1916001115e-18 	2.9800973985e+00 	1.9902601457e-02 	5.9868980800e-13 	
149 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
